transaction_id,employee_id,department,role,transaction_date,base_amount,overtime_hours,overtime_amount,total_amount,approver_id,processed_timestamp
TXN00000640,EMP0040,Marketing,Marketing Manager,2022-04-01,9598.62,0.0,0.0,9598.62,MGR019,2022-04-01 17:00:00
TXN00000641,EMP0041,Finance,Controller,2022-04-01,13631.32,0.0,0.0,13631.32,MGR017,2022-04-01 14:00:00
TXN00000642,EMP0042,Sales,Senior Sales,2022-04-01,6548.4,0.4,22.14,6570.54,MGR009,2022-04-01 13:00:00
TXN00000643,EMP0043,Finance,Analyst,2022-04-01,4795.53,8.1,338.17,5133.7,MGR017,2022-04-01 09:00:00
TXN00000644,EMP0044,Engineering,Senior Dev,2022-04-01,7801.12,2.1,143.33,7944.45,MGR013,2022-04-01 11:00:00
TXN00000645,EMP0045,Sales,Regional Director,2022-04-01,15087.19,0.5,62.89,15150.09,MGR009,2022-04-01 15:00:00
TXN00000646,EMP0046,Engineering,Engineering Manager,2022-04-01,9386.42,0.0,0.0,9386.42,MGR013,2022-04-01 08:00:00
TXN00000647,EMP0047,HR,HR Specialist,2022-04-01,6140.56,0.0,0.0,6140.56,MGR014,2022-04-01 17:00:00
TXN00000648,EMP0048,Marketing,Marketing Manager,2022-04-01,11348.61,0.0,0.0,11348.61,MGR019,2022-04-01 16:00:00
TXN00000649,EMP0049,Operations,Operations Manager,2022-04-01,10413.0,0.0,0.0,10413.0,MGR019,2022-04-01 13:00:00
TXN00000650,EMP0050,Operations,Operations Manager,2022-04-01,8475.73,0.0,0.0,8475.73,MGR019,2022-04-01 17:00:00
TXN00000651,EMP0051,Operations,Operations Lead,2022-04-01,8038.62,3.3,229.4,8268.02,MGR019,2022-04-01 11:00:00
TXN00000652,EMP0052,Marketing,Marketing Specialist,2022-04-01,5324.96,0.1,4.21,5329.17,MGR019,2022-04-01 09:00:00
TXN00000653,EMP0053,Finance,Analyst,2022-04-01,5776.99,3.7,182.93,5959.92,MGR017,2022-04-01 15:00:00
TXN00000654,EMP0054,Operations,Operations Lead,2022-04-01,9246.61,3.4,268.65,9515.26,MGR019,2022-04-01 12:00:00
TXN00000655,EMP0055,Sales,Sales Rep,2022-04-01,4055.4,0.0,0.0,4055.4,MGR009,2022-04-01 14:00:00
TXN00000656,EMP0056,Marketing,Marketing Manager,2022-04-01,9397.26,0.0,0.0,9397.26,MGR019,2022-04-01 09:00:00
TXN00000657,EMP0057,HR,HR Coord,2022-04-01,4940.74,6.1,259.88,5200.62,MGR014,2022-04-01 10:00:00
TXN00000658,EMP0058,Marketing,Marketing Coord,2022-04-01,4632.85,3.5,141.89,4774.74,MGR019,2022-04-01 08:00:00
TXN00000659,EMP0059,HR,HR Coord,2022-04-01,4391.67,0.0,0.0,4391.67,MGR014,2022-04-01 08:00:00
TXN00000660,EMP0060,Marketing,Marketing Specialist,2022-04-01,6353.27,0.0,0.0,6353.27,MGR019,2022-04-01 12:00:00
TXN00000661,EMP0061,Engineering,Tech Lead,2022-04-01,10811.75,0.0,0.0,10811.75,MGR013,2022-04-01 15:00:00
TXN00000662,EMP0062,Sales,Sales Rep,2022-04-01,4176.52,2.1,74.55,4251.06,MGR009,2022-04-01 09:00:00
TXN00000663,EMP0063,HR,HR Coord,2022-04-01,3739.19,6.1,197.24,3936.43,MGR014,2022-04-01 09:00:00
TXN00000664,EMP0064,Operations,Operations Lead,2022-04-01,10674.03,0.1,8.55,10682.58,MGR019,2022-04-01 11:00:00
TXN00000665,EMP0065,HR,HR Coord,2022-04-01,3485.37,0.0,0.0,3485.37,MGR014,2022-04-01 16:00:00
TXN00000666,EMP0066,Operations,Operations Lead,2022-04-01,8672.28,3.4,254.1,8926.38,MGR019,2022-04-01 10:00:00
TXN00000667,EMP0067,Sales,Sales Manager,2022-04-01,8948.71,0.0,0.0,8948.71,MGR009,2022-04-01 14:00:00
TXN00000668,EMP0068,HR,HR Specialist,2022-04-01,6299.01,3.2,172.26,6471.27,MGR014,2022-04-01 15:00:00
TXN00000669,EMP0069,HR,HR Manager,2022-04-01,10795.65,0.0,0.0,10795.65,MGR014,2022-04-01 13:00:00
TXN00000670,EMP0070,Sales,Sales Manager,2022-04-01,10977.25,0.0,0.0,10977.25,MGR009,2022-04-01 16:00:00
TXN00000671,EMP0071,Operations,Operations Manager,2022-04-01,11742.36,0.0,0.0,11742.36,MGR019,2022-04-01 14:00:00
TXN00000672,EMP0072,Finance,Controller,2022-04-01,13541.642427804862,0.0,0.0,13541.642427804862,MGR017,2022-04-01 17:00:00
TXN00000673,EMP0073,Sales,Senior Sales,2022-04-01,6441.24,6.1,342.15,6783.39,MGR009,2022-04-01 10:00:00
TXN00000674,EMP0074,Marketing,Marketing Coord,2022-04-01,4266.93,0.0,0.0,4266.93,MGR019,2022-04-01 14:00:00
TXN00000675,EMP0075,HR,HR Coord,2022-04-01,3464.27,4.0,120.62,3584.89,MGR014,2022-04-01 09:00:00
TXN00000676,EMP0076,Sales,Sales Rep,2022-04-01,4965.61,0.0,0.0,4965.61,MGR009,2022-04-01 15:00:00
TXN00000677,EMP0077,Operations,Operations Manager,2022-04-01,9171.93,0.0,0.0,9171.93,MGR019,2022-04-01 17:00:00
TXN00000678,EMP0078,Sales,Sales Rep,2022-04-01,5064.91,4.9,216.89,5281.8,MGR009,2022-04-01 14:00:00
TXN00000679,EMP0079,Marketing,Marketing Coord,2022-04-01,4532.56,0.0,0.0,4532.56,MGR019,2022-04-01 12:00:00
TXN00000680,EMP0080,Sales,Sales Manager,2022-04-01,9838.75,0.0,0.0,9838.75,MGR009,2022-04-01 08:00:00
TXN00000681,EMP0081,Finance,Senior Analyst,2022-04-01,6995.72,5.1,309.27,7304.99,MGR017,2022-04-01 13:00:00
TXN00000682,EMP0082,Sales,Regional Director,2022-04-01,14093.38,2.4,287.71,14381.09,MGR009,2022-04-01 11:00:00
TXN00000683,EMP0083,Finance,Controller,2022-04-01,11415.72,0.0,0.0,11415.72,MGR017,2022-04-01 15:00:00
TXN00000684,EMP0084,Engineering,Junior Dev,2022-04-01,4337.7,1.2,44.19,4381.9,MGR013,2022-04-01 15:00:00
TXN00000685,EMP0085,Finance,Finance Manager,2022-04-01,8923.43,0.0,0.0,8923.43,MGR017,2022-04-01 11:00:00
TXN00000686,EMP0086,Finance,Controller,2022-04-01,12270.85,0.0,0.0,12270.85,MGR017,2022-04-01 13:00:00
TXN00000687,EMP0087,Engineering,Junior Dev,2022-04-01,4674.43,1.5,59.7,4734.12,MGR013,2022-04-01 09:00:00
TXN00000688,EMP0088,Finance,Finance Manager,2022-04-01,10604.43,0.0,0.0,10604.43,MGR017,2022-04-01 13:00:00
TXN00000689,EMP0089,Sales,Senior Sales,2022-04-01,7486.15,0.8,50.11,7536.26,MGR009,2022-04-01 16:00:00
TXN00000690,EMP0090,HR,HR Specialist,2022-04-01,6199.09,2.8,148.86,6347.95,MGR014,2022-04-01 13:00:00
TXN00000691,EMP0091,Finance,Senior Analyst,2022-04-01,6591.18,2.9,165.34,6756.52,MGR017,2022-04-01 08:00:00
TXN00000692,EMP0092,Finance,Senior Analyst,2022-04-01,8736.74,1.4,108.35,8845.08,MGR017,2022-04-01 14:00:00
TXN00000693,EMP0093,Finance,Analyst,2022-04-01,4894.09,0.0,0.0,4894.09,MGR017,2022-04-01 12:00:00
TXN00000694,EMP0094,Operations,Operations Manager,2022-04-01,11594.89,0.0,0.0,11594.89,MGR019,2022-04-01 11:00:00
TXN00000695,EMP0095,Engineering,Senior Dev,2022-04-01,7052.01,1.3,76.42,7128.43,MGR013,2022-04-01 09:00:00
TXN00000696,EMP0096,Finance,Controller,2022-04-01,11717.78,0.0,0.0,11717.78,MGR017,2022-04-01 15:00:00
TXN00000697,EMP0097,Sales,Regional Director,2022-04-01,15462.52,1.5,204.27,15666.79,MGR009,2022-04-01 09:00:00
TXN00000698,EMP0098,Sales,Regional Director,2022-04-01,12561.59,2.3,248.74,12810.32,MGR009,2022-04-01 11:00:00
TXN00000699,EMP0099,Finance,Finance Manager,2022-04-01,12220.41,0.0,0.0,12220.41,MGR017,2022-04-01 17:00:00
TXN00000700,EMP0100,Marketing,Marketing Specialist,2022-04-01,6612.31,0.0,0.0,6612.31,MGR019,2022-04-01 08:00:00
TXN00000701,EMP0101,Operations,Operations Manager,2022-04-01,11241.603574881545,0.0,0.0,11241.603574881545,MGR019,2022-04-01 08:00:00
TXN00000702,EMP0102,Operations,Operations Lead,2022-04-01,8989.25,0.0,0.0,8989.25,MGR019,2022-04-01 13:00:00
TXN00000703,EMP0103,Sales,Sales Manager,2022-04-01,10360.5,0.0,0.0,10360.5,MGR009,2022-04-01 11:00:00
TXN00000704,EMP0104,Engineering,Junior Dev,2022-04-01,4175.23,3.1,113.02,4288.25,MGR013,2022-04-01 10:00:00
TXN00000705,EMP0105,Engineering,Junior Dev,2022-04-01,3797.97,0.0,0.0,3797.97,MGR013,2022-04-01 17:00:00
TXN00000706,EMP0106,Finance,Senior Analyst,2022-04-01,7469.34,7.9,507.63,7976.97,MGR017,2022-04-01 11:00:00
TXN00000707,EMP0107,HR,HR Coord,2022-04-01,4211.49,8.2,297.91,4509.41,MGR014,2022-04-01 09:00:00
TXN00000708,EMP0108,Engineering,Junior Dev,2022-04-01,5017.19,0.3,13.93,5031.12,MGR013,2022-04-01 16:00:00
TXN00000709,EMP0109,Sales,Regional Director,2022-04-01,13192.84,0.9,101.64,13294.48,MGR009,2022-04-01 11:00:00
TXN00000710,EMP0110,HR,HR Coord,2022-04-01,4615.95,1.1,44.0,4659.94,MGR014,2022-04-01 17:00:00
TXN00000711,EMP0111,HR,HR Coord,2022-04-01,4364.79,0.0,0.0,4364.79,MGR014,2022-04-01 11:00:00
TXN00000712,EMP0112,Engineering,Engineering Manager,2022-04-01,8883.38,0.0,0.0,8883.38,MGR013,2022-04-01 11:00:00
TXN00000713,EMP0113,HR,HR Manager,2022-04-01,9372.03,0.0,0.0,9372.03,MGR014,2022-04-01 13:00:00
TXN00000714,EMP0114,Marketing,Marketing Specialist,2022-04-01,6390.94,1.6,88.55,6479.49,MGR019,2022-04-01 10:00:00
TXN00000715,EMP0115,Operations,Operations Manager,2022-04-01,11983.42,0.0,0.0,11983.42,MGR019,2022-04-01 17:00:00
TXN00000716,EMP0116,Sales,Sales Manager,2022-04-01,11442.95,0.0,0.0,11442.95,MGR009,2022-04-01 08:00:00
TXN00000717,EMP0117,Sales,Sales Manager,2022-04-01,10673.75,0.0,0.0,10673.75,MGR009,2022-04-01 12:00:00
TXN00000718,EMP0118,Marketing,Marketing Coord,2022-04-01,3852.51,2.5,83.79,3936.3,MGR019,2022-04-01 10:00:00
TXN00000719,EMP0119,Finance,Analyst,2022-04-01,4641.47,9.9,397.03,5038.5,MGR017,2022-04-01 10:00:00
TXN00000720,EMP0120,HR,HR Coord,2022-04-01,4188.6,4.9,178.32,4366.92,MGR014,2022-04-01 16:00:00
TXN00000721,EMP0121,Marketing,Marketing Coord,2022-04-01,5185.24,0.1,5.97,5191.22,MGR019,2022-04-01 12:00:00
TXN00000722,EMP0122,Engineering,Senior Dev,2022-04-01,7953.97,9.1,624.49,8578.46,MGR013,2022-04-01 10:00:00
TXN00000723,EMP0123,Marketing,Marketing Coord,2022-04-01,3855.55,5.1,171.19,4026.75,MGR019,2022-04-01 09:00:00
TXN00000724,EMP0124,HR,HR Manager,2022-04-01,11224.71,0.0,0.0,11224.71,MGR014,2022-04-01 08:00:00
TXN00000725,EMP0125,HR,HR Manager,2022-04-01,12873.62,0.0,0.0,12873.62,MGR014,2022-04-01 10:00:00
TXN00000726,EMP0126,Engineering,Tech Lead,2022-04-01,8476.43,0.0,0.0,8476.43,MGR013,2022-04-01 08:00:00
TXN00000727,EMP0127,Engineering,Senior Dev,2022-04-01,7780.49,1.6,106.93,7887.42,MGR013,2022-04-01 13:00:00
TXN00000728,EMP0128,Engineering,Junior Dev,2022-04-01,4229.37,0.0,0.0,4229.37,MGR013,2022-04-01 11:00:00
TXN00000729,EMP0129,Sales,Sales Manager,2022-04-01,12272.22,0.0,0.0,12272.22,MGR009,2022-04-01 17:00:00
TXN00000730,EMP0130,HR,HR Coord,2022-04-01,4070.73,0.8,28.57,4099.29,MGR014,2022-04-01 13:00:00
TXN00000731,EMP0131,Marketing,Marketing Coord,2022-04-01,4717.41,0.0,0.0,4717.41,MGR019,2022-04-01 08:00:00
TXN00000732,EMP0132,Operations,Operations Lead,2022-04-01,8194.28,5.2,367.91,8562.19,MGR019,2022-04-01 10:00:00
TXN00000733,EMP0133,Finance,Finance Manager,2022-04-01,12169.82,0.0,0.0,12169.82,MGR017,2022-04-01 12:00:00
TXN00000734,EMP0134,Engineering,Engineering Manager,2022-04-01,11431.86,0.0,0.0,11431.86,MGR013,2022-04-01 08:00:00
TXN00000735,EMP0135,Engineering,Junior Dev,2022-04-01,4439.85,2.7,101.82,4541.67,MGR013,2022-04-01 10:00:00
TXN00000736,EMP0136,Sales,Sales Manager,2022-04-01,12130.79,67.75711281122722,7113.005537186311,19243.795537186314,MGR009,2022-04-01 14:00:00
TXN00000737,EMP0137,Operations,Operations Lead,2022-04-01,12432.46410217532,0.0,0.0,12432.46410217532,MGR019,2022-04-01 16:00:00
TXN00000738,EMP0138,Operations,Operations Lead,2022-04-01,9145.04,0.3,23.89,9168.92,MGR019,2022-04-01 09:00:00
TXN00000739,EMP0139,Engineering,Junior Dev,2022-04-01,5400.48,3.1,144.01,5544.49,MGR013,2022-04-01 09:00:00
TXN00000740,EMP0140,Operations,Operations Analyst,2022-04-01,5845.28,2.4,120.07,5965.35,MGR019,2022-04-01 15:00:00
TXN00000741,EMP0141,Engineering,Tech Lead,2022-04-01,9965.7,0.0,0.0,9965.7,MGR013,2022-04-01 15:00:00
TXN00000742,EMP0142,HR,HR Coord,2022-04-01,3825.33,1.5,49.24,3874.57,MGR014,2022-04-01 13:00:00
TXN00000743,EMP0143,Sales,Sales Rep,2022-04-01,4482.67,2.1,79.92,4562.59,MGR009,2022-04-01 16:00:00
TXN00000744,EMP0144,Marketing,Marketing Coord,2022-04-01,4099.11,0.0,0.0,4099.11,MGR019,2022-04-01 17:00:00
TXN00000745,EMP0145,Sales,Senior Sales,2022-04-01,6775.07,3.6,208.94,6984.02,MGR009,2022-04-01 09:00:00
TXN00000746,EMP0146,Engineering,Tech Lead,2022-04-01,7593.55,0.0,0.0,7593.55,MGR013,2022-04-01 15:00:00
TXN00000747,EMP0147,Finance,Senior Analyst,2022-04-01,7749.31,1.7,112.45,7861.76,MGR017,2022-04-01 16:00:00
TXN00000748,EMP0148,Sales,Senior Sales,2022-04-01,6368.3,0.0,0.0,6368.3,MGR009,2022-04-01 11:00:00
TXN00000749,EMP0149,Engineering,Senior Dev,2022-04-01,7545.98,14.2,928.47,8474.45,MGR013,2022-04-01 17:00:00
TXN00000750,EMP0150,Finance,Senior Analyst,2022-04-01,7169.19,0.3,20.46,7189.65,MGR017,2022-04-01 08:00:00
TXN00000751,EMP0151,Sales,Sales Rep,2022-04-01,3988.07,0.0,0.0,3988.07,MGR009,2022-04-01 16:00:00
TXN00000752,EMP0152,Engineering,Engineering Manager,2022-04-01,10752.42,0.0,0.0,10752.42,MGR013,2022-04-01 12:00:00
TXN00000753,EMP0153,Sales,Regional Director,2022-04-01,15937.52,0.3,37.05,15974.57,MGR009,2022-04-01 15:00:00
TXN00000754,EMP0154,Marketing,Marketing Coord,2022-04-01,4071.82,0.0,0.0,4071.82,MGR019,2022-04-01 08:00:00
TXN00000755,EMP0155,Engineering,Senior Dev,2022-04-01,7631.91,1.2,77.4,7709.31,MGR013,2022-04-01 08:00:00
TXN00000756,EMP0156,Marketing,Marketing Specialist,2022-04-01,5341.01,1.3,60.8,5401.81,MGR019,2022-04-01 15:00:00
TXN00000757,EMP0157,Marketing,Marketing Specialist,2022-04-01,5319.42,2.2,101.09,5420.51,MGR019,2022-04-01 14:00:00
TXN00000758,EMP0158,HR,HR Specialist,2022-04-01,6403.6,4.8,267.86,6671.46,MGR014,2022-04-01 14:00:00
TXN00000759,EMP0159,HR,HR Specialist,2022-04-01,5325.04,2.3,107.36,5432.39,MGR014,2022-04-01 09:00:00
TXN00000760,EMP0160,Engineering,Tech Lead,2022-04-01,8027.45,0.0,0.0,8027.45,MGR013,2022-04-01 15:00:00
TXN00000761,EMP0161,HR,HR Specialist,2022-04-01,5912.38,0.0,0.0,5912.38,MGR014,2022-04-01 15:00:00
TXN00000762,EMP0162,Engineering,Engineering Manager,2022-04-01,10741.56,0.0,0.0,10741.56,MGR013,2022-04-01 09:00:00
TXN00000763,EMP0163,Operations,Operations Lead,2022-04-01,10681.51,1.2,112.3,10793.81,MGR019,2022-04-01 09:00:00
TXN00000764,EMP0164,HR,HR Manager,2022-04-01,10759.08,0.0,0.0,10759.08,MGR014,2022-04-01 13:00:00
TXN00000765,EMP0165,Finance,Senior Analyst,2022-04-01,6822.06,2.4,144.51,6966.58,MGR017,2022-04-01 17:00:00
TXN00000766,EMP0166,Engineering,Engineering Manager,2022-04-01,10329.97,0.0,0.0,10329.97,MGR013,2022-04-01 10:00:00
TXN00000767,EMP0167,HR,HR Manager,2022-04-01,8443.36,0.0,0.0,8443.36,MGR014,2022-04-01 09:00:00
TXN00000768,EMP0168,Operations,Operations Manager,2022-04-01,8507.85,0.0,0.0,8507.85,MGR019,2022-04-01 10:00:00
TXN00000769,EMP0169,Sales,Sales Manager,2022-04-01,12001.08,0.0,0.0,12001.08,MGR009,2022-04-01 12:00:00
TXN00000770,EMP0170,Engineering,Tech Lead,2022-04-01,8739.09,0.0,0.0,8739.09,MGR013,2022-04-01 17:00:00
TXN00000771,EMP0171,Marketing,Marketing Manager,2022-04-01,10355.85,0.0,0.0,10355.85,MGR019,2022-04-01 17:00:00
TXN00000772,EMP0172,Operations,Operations Lead,2022-04-01,8203.79,1.8,127.47,8331.26,MGR019,2022-04-01 16:00:00
TXN00000773,EMP0173,Marketing,Marketing Manager,2022-04-01,10216.3,0.0,0.0,10216.3,MGR019,2022-04-01 13:00:00
TXN00000774,EMP0174,Marketing,Marketing Specialist,2022-04-01,5657.52,3.3,160.59,5818.11,MGR019,2022-04-01 14:00:00
TXN00000775,EMP0175,Marketing,Marketing Manager,2022-04-01,10147.26,0.0,0.0,10147.26,MGR019,2022-04-01 17:00:00
TXN00000776,EMP0176,Sales,Regional Director,2022-04-01,14435.8,0.0,0.0,14435.8,MGR009,2022-04-01 16:00:00
TXN00000777,EMP0177,Finance,Senior Analyst,2022-04-01,7282.5,1.5,96.36,7378.87,MGR017,2022-04-01 12:00:00
TXN00000778,EMP0178,HR,HR Specialist,2022-04-01,4991.01,14.7,633.7,5624.72,MGR014,2022-04-01 15:00:00
TXN00000779,EMP0179,HR,HR Coord,2022-04-01,3544.49,0.0,0.0,3544.49,MGR014,2022-04-01 16:00:00
TXN00000780,EMP0180,Marketing,Marketing Coord,2022-04-01,4740.4,5.5,227.11,4967.5,MGR019,2022-04-01 17:00:00
TXN00000781,EMP0181,HR,HR Manager,2022-04-01,10222.67,0.0,0.0,10222.67,MGR014,2022-04-01 14:00:00
TXN00000782,EMP0182,Marketing,Marketing Specialist,2022-04-01,5600.16,4.2,204.65,5804.81,MGR019,2022-04-01 09:00:00
TXN00000783,EMP0183,Finance,Senior Analyst,2022-04-01,8022.91,5.2,364.31,8387.23,MGR017,2022-04-01 09:00:00
TXN00000784,EMP0184,Finance,Senior Analyst,2022-04-01,8944.23,0.0,0.0,8944.23,MGR017,2022-04-01 16:00:00
TXN00000785,EMP0185,Engineering,Tech Lead,2022-04-01,8023.94,0.0,0.0,8023.94,MGR013,2022-04-01 11:00:00
TXN00000786,EMP0186,Operations,Operations Manager,2022-04-01,8678.83,0.0,0.0,8678.83,MGR019,2022-04-01 14:00:00
TXN00000787,EMP0187,Marketing,Marketing Coord,2022-04-01,3689.3,1.1,34.59,3723.89,MGR019,2022-04-01 15:00:00
TXN00000788,EMP0188,Operations,Operations Lead,2022-04-01,7854.94,1.3,91.05,7946.0,MGR019,2022-04-01 11:00:00
TXN00000789,EMP0189,Sales,Senior Sales,2022-04-01,7604.22,8.3,545.65,8149.87,MGR009,2022-04-01 14:00:00
TXN00000790,EMP0190,Engineering,Senior Dev,2022-04-01,7679.73,1.1,72.69,7752.42,MGR013,2022-04-01 13:00:00
TXN00000791,EMP0191,HR,HR Coord,2022-04-01,3730.25,1.8,57.4,3787.65,MGR014,2022-04-01 15:00:00
TXN00000792,EMP0192,Finance,Senior Analyst,2022-04-01,8043.48,2.2,151.4,8194.88,MGR017,2022-04-01 14:00:00
TXN00000793,EMP0193,Operations,Operations Lead,2022-04-01,10249.22,0.0,0.0,10249.22,MGR019,2022-04-01 14:00:00
TXN00000794,EMP0194,Finance,Senior Analyst,2022-04-01,6496.16,14.5,817.66,7313.82,MGR017,2022-04-01 09:00:00
TXN00000795,EMP0195,Operations,Operations Manager,2022-04-01,11904.32,0.0,0.0,11904.32,MGR019,2022-04-01 13:00:00
TXN00000796,EMP0196,Engineering,Engineering Manager,2022-04-01,12006.46,0.0,0.0,12006.46,MGR013,2022-04-01 14:00:00
TXN00000797,EMP0197,Sales,Regional Director,2022-04-01,13496.4,5.1,595.91,14092.31,MGR009,2022-04-01 13:00:00
TXN00000798,EMP0198,HR,HR Coord,2022-04-01,4323.24,6.3,236.1,4559.33,MGR014,2022-04-01 12:00:00
TXN00000799,EMP0199,Finance,Senior Analyst,2022-04-01,7877.94,0.0,0.0,7877.94,MGR017,2022-04-01 13:00:00
TXN00000800,EMP0200,Operations,Operations Manager,2022-04-01,11749.49,0.0,0.0,11749.49,MGR019,2022-04-01 10:00:00
TXN00000801,EMP0001,Operations,Operations Analyst,2022-05-01,5509.53,0.0,0.0,5509.53,MGR019,2022-05-01 15:00:00
TXN00000802,EMP0002,Operations,Operations Lead,2022-05-01,9841.05,0.3,21.56,9862.61,MGR019,2022-05-01 09:00:00
TXN00000803,EMP0003,Sales,Senior Sales,2022-05-01,6221.04,0.6,30.78,6251.82,MGR009,2022-05-01 09:00:00
TXN00000804,EMP0004,Operations,Operations Manager,2022-05-01,9555.93,0.0,0.0,9555.93,MGR019,2022-05-01 09:00:00
TXN00000805,EMP0005,Engineering,Engineering Manager,2022-05-01,11100.7,0.0,0.0,11100.7,MGR013,2022-05-01 09:00:00
TXN00000806,EMP0006,Engineering,Junior Dev,2022-05-01,4351.95,5.2,195.31,4547.26,MGR013,2022-05-01 14:00:00
TXN00000807,EMP0007,Sales,Sales Rep,2022-05-01,4859.16,5.9,249.86,5109.02,MGR009,2022-05-01 09:00:00
TXN00000808,EMP0008,Sales,Regional Director,2022-05-01,11731.85,0.0,0.0,11731.85,MGR009,2022-05-01 13:00:00
TXN00000809,EMP0009,Finance,Finance Manager,2022-05-01,9764.7,0.0,0.0,9764.7,MGR017,2022-05-01 10:00:00
TXN00000810,EMP0010,Sales,Regional Director,2022-05-01,12894.02,0.0,0.0,12894.02,MGR009,2022-05-01 16:00:00
TXN00000811,EMP0011,Marketing,Marketing Coord,2022-05-01,4135.09,2.1,74.96,4210.05,MGR019,2022-05-01 08:00:00
TXN00000812,EMP0012,Marketing,Marketing Coord,2022-05-01,3799.77,0.5,15.61,3815.38,MGR019,2022-05-01 17:00:00
TXN00000813,EMP0013,Finance,Analyst,2022-05-01,5381.41,0.2,9.86,5391.27,MGR017,2022-05-01 16:00:00
TXN00000814,EMP0014,Marketing,Marketing Manager,2022-05-01,9388.76,0.0,0.0,9388.76,MGR019,2022-05-01 16:00:00
TXN00000815,EMP0015,Engineering,Engineering Manager,2022-05-01,10337.47,0.0,0.0,10337.47,MGR013,2022-05-01 13:00:00
TXN00000816,EMP0016,Engineering,Engineering Manager,2022-05-01,10474.68,0.0,0.0,10474.68,MGR013,2022-05-01 09:00:00
TXN00000817,EMP0017,HR,HR Specialist,2022-05-01,5395.52,1.1,52.35,5447.86,MGR014,2022-05-01 14:00:00
TXN00000818,EMP0018,HR,HR Specialist,2022-05-01,6806.67,1.7,102.31,6908.97,MGR014,2022-05-01 13:00:00
TXN00000819,EMP0019,Sales,Sales Rep,2022-05-01,4156.24,3.1,110.49,4266.73,MGR009,2022-05-01 14:00:00
TXN00000820,EMP0020,Operations,Operations Analyst,2022-05-01,5491.77,2.9,137.8,5629.57,MGR019,2022-05-01 08:00:00
TXN00000821,EMP0021,Engineering,Senior Dev,2022-05-01,6337.25,0.5,27.13,6364.38,MGR013,2022-05-01 12:00:00
TXN00000822,EMP0022,Finance,Finance Manager,2022-05-01,9664.68,0.0,0.0,9664.68,MGR017,2022-05-01 17:00:00
TXN00000823,EMP0023,Operations,Operations Lead,2022-05-01,8677.93,0.2,13.5,8691.43,MGR019,2022-05-01 12:00:00
TXN00000824,EMP0024,Marketing,Marketing Specialist,2022-05-01,5327.61,0.0,0.0,5327.61,MGR019,2022-05-01 13:00:00
TXN00000825,EMP0025,Operations,Operations Lead,2022-05-01,8975.51,3.6,276.72,9252.23,MGR019,2022-05-01 09:00:00
TXN00000826,EMP0026,Operations,Operations Manager,2022-05-01,12600.78,0.0,0.0,12600.78,MGR019,2022-05-01 17:00:00
TXN00000827,EMP0027,HR,HR Manager,2022-05-01,13014.25,0.0,0.0,13014.25,MGR014,2022-05-01 16:00:00
TXN00000828,EMP0028,HR,HR Manager,2022-05-01,11875.28,0.0,0.0,11875.28,MGR014,2022-05-01 11:00:00
TXN00000829,EMP0029,Sales,Regional Director,2022-05-01,11348.67,3.5,347.13,11695.79,MGR009,2022-05-01 10:00:00
TXN00000830,EMP0030,Marketing,Marketing Manager,2022-05-01,8684.42,0.0,0.0,8684.42,MGR019,2022-05-01 15:00:00
TXN00000831,EMP0031,HR,HR Coord,2022-05-01,3891.72,0.0,0.0,3891.72,MGR014,2022-05-01 11:00:00
TXN00000832,EMP0032,Marketing,Marketing Coord,2022-05-01,4484.93,0.0,0.0,4484.93,MGR019,2022-05-01 09:00:00
TXN00000833,EMP0033,Engineering,Tech Lead,2022-05-01,8587.39,0.0,0.0,8587.39,MGR013,2022-05-01 13:00:00
TXN00000834,EMP0034,Marketing,Marketing Coord,2022-05-01,3850.71,1.1,36.55,3887.27,MGR019,2022-05-01 16:00:00
TXN00000835,EMP0035,HR,HR Manager,2022-05-01,9869.11,0.0,0.0,9869.11,MGR014,2022-05-01 13:00:00
TXN00000836,EMP0036,Sales,Regional Director,2022-05-01,14237.79,0.4,51.78,14289.57,MGR009,2022-05-01 09:00:00
TXN00000837,EMP0037,Operations,Operations Lead,2022-05-01,8275.66,0.0,0.0,8275.66,MGR019,2022-05-01 12:00:00
TXN00000838,EMP0038,Marketing,Marketing Coord,2022-05-01,4547.26,0.6,25.55,4572.81,MGR019,2022-05-01 17:00:00
TXN00000839,EMP0039,Operations,Operations Manager,2022-05-01,10954.57,0.0,0.0,10954.57,MGR019,2022-05-01 11:00:00
TXN00000840,EMP0040,Marketing,Marketing Manager,2022-05-01,9598.62,0.0,0.0,9598.62,MGR019,2022-05-01 14:00:00
TXN00000841,EMP0041,Finance,Controller,2022-05-01,13631.32,0.0,0.0,13631.32,MGR017,2022-05-01 16:00:00
TXN00000842,EMP0042,Sales,Senior Sales,2022-05-01,6548.4,0.0,0.0,6548.4,MGR009,2022-05-01 17:00:00
TXN00000843,EMP0043,Finance,Analyst,2022-05-01,4795.53,0.0,0.0,4795.53,MGR017,2022-05-01 17:00:00
TXN00000844,EMP0044,Engineering,Senior Dev,2022-05-01,7801.12,1.6,108.98,7910.1,MGR013,2022-05-01 16:00:00
TXN00000845,EMP0045,Sales,Regional Director,2022-05-01,15087.19,0.1,7.59,15094.78,MGR009,2022-05-01 08:00:00
TXN00000846,EMP0046,Engineering,Engineering Manager,2022-05-01,9386.42,0.0,0.0,9386.42,MGR013,2022-05-01 17:00:00
